category,app_count,developer_count,review_count,reviews_per_app,avg_rating,one_star_rate_pct,reply_rate_pct,monthly_plan_count,median_monthly_price,free_entry_share_pct,top_app_review_share_pct,demand_score,competition_score,customer_gap_score,service_gap_final_score,monetization_final_score,pricing_pressure_final_score,concentration_final_score,opportunity_score
Conversion tracking,331,298,135753,410.13,4.1,3.29,26.91,613,39.0,23.83,7.24,39.5094851888616,79.41298516573055,20.837704977659158,74.24786088876621,23.616415526699537,75.85232291114644,93.30563987857485,49.352655883260965
Customer insights,69,68,12928,187.36,3.69,2.58,14.25,153,60.0,20.62,44.36,10.160768208932023,97.78345550559155,26.02016691987231,91.71956941760972,38.198736198875075,81.522699169758,33.99904138041221,47.97877093642652
ZIP/post code,91,78,7633,83.88,3.83,3.66,33.83,118,19.49,26.38,12.54,4.487621350548635,96.60987383311027,27.33207989547224,64.69776428374276,10.06874522602597,71.34781840664193,84.83783351973159,41.69966689195051
Image compression,70,64,43838,626.26,4.01,1.95,28.76,127,20.0,29.28,20.6,35.52260893208117,97.9065984219339,17.61863593505626,71.69472812586254,10.422887299493091,66.22504857798975,71.96037705703787,47.627876293679925
Shipping protection,54,50,13122,243.0,4.17,1.25,61.87,95,29.99,26.36,40.12,12.803152527424926,99.02664456552782,12.001387734774788,26.0005520287055,17.35990556211374,71.38314785373609,40.77328646748683,36.21825734516551
Multi-zone,72,66,7363,102.26,3.95,3.93,36.29,112,24.99,23.49,13.0,5.309123617361333,97.75668774114789,26.04408855762317,61.302787744962735,13.887924449690994,76.45292351174704,84.10289183575651,42.32869437341965
White label,51,50,38424,753.41,3.37,4.22,70.41,42,49.0,50.59,23.56,40.66028472246448,99.13265163266564,38.137665527940754,14.214739166436658,30.560377751545033,28.581522699169753,67.23118709058956,48.41530068160078
Age verification,58,55,6734,116.1,3.88,2.26,15.89,75,15.0,26.61,34.3,5.8622434658902245,98.68720355260874,21.230663342818055,89.4562517250897,6.950906187070342,70.94152976505919,50.07189646908453,41.48806665783463
Custom templates,70,67,32982,471.17,3.78,2.6,52.18,72,19.99,42.4,29.77,26.570939806622007,97.78773946789269,24.38272382119486,39.373447419265794,10.415943337268246,43.04893128422541,57.30947435692603,41.5944841340474
Order details,54,45,11048,204.59,4.45,2.87,16.28,128,39.99,14.09,24.94,10.680678735218413,99.22474282226315,12.63845871908723,88.91802373723434,24.30386778695924,93.05776364599895,65.02636203866433,45.484398818075164
Pick lists,65,61,6792,104.49,3.58,5.57,27.99,95,39.0,31.65,23.65,5.326020918037946,98.20213582120478,39.11215750789694,72.75738338393596,23.616415526699537,62.03850909733263,67.08739415242053,46.06885972521601
Prices,179,150,18911,105.65,3.68,4.37,24.92,358,29.99,18.89,10.48,7.244209956225653,90.64771830007896,32.7960057859587,76.99420369859232,17.35990556211374,84.57869634340223,88.12909410448954,45.43859303283483
Barcode scanning,60,56,3644,60.73,3.58,9.36,18.91,90,47.0,30.23,21.65,2.7871751830832396,98.5769125231698,53.056234034754915,85.28843499861992,29.17158530657593,64.54689984101748,70.28279277839911,50.669489034174966
Pricing quotes,90,83,11854,131.71,3.92,3.22,33.7,174,14.99,17.29,16.06,7.38258344571917,96.44711126542086,24.00221589907588,64.87717361302788,6.943962224845497,87.40505211093446,79.21393193800927,41.79577219180594
Carousel,62,54,8327,134.31,4.01,2.68,33.17,98,11.0,26.47,21.45,6.962265128225935,98.58548044777206,20.30443431621888,65.60861164780567,4.173321297132144,71.18883589471825,70.60233264099696,39.79496702099082
Scheduled tasks,78,73,6441,82.58,3.47,2.61,23.75,186,19.99,20.43,30.26,4.243268607865359,97.26733604744278,30.313051701513913,78.60888766215842,10.415943337268246,81.85832891715245,56.526601693561275,42.91942149909945
Rank tracking,61,54,28914,474.0,3.98,1.73,36.8,104,25.0,27.89,31.24,26.078223284727184,98.620816136818,17.379559450166052,60.59895114545956,13.894868411915839,68.68044515103338,54.96085636683177,44.045821390805195
All-over-print,56,54,37516,669.93,3.5,3.27,53.08,47,37.0,48.35,26.18,36.60088373942814,98.79749458204768,32.1709655668309,38.13138283190726,22.227623081730435,32.53842077371489,63.0452148905576,47.270376493296666
Custom,224,177,49592,221.39,4.12,1.81,23.23,360,19.95,24.17,20.09,17.397008221277158,87.98788170664098,15.012296561159655,79.32652497929892,10.388167488368863,75.25172231054583,72.77520370666241,41.84151163092505
Video and livestream,136,131,8522,62.66,3.49,2.92,34.63,225,50.0,24.34,15.4,3.627961205649977,92.91992630464853,31.073368082659744,63.59370687275738,31.254773974029582,74.95142201024554,80.2684134845822,44.51422773699571
Promotions - Other,117,108,11302,96.6,3.23,2.08,48.79,169,19.99,25.75,33.72,5.649120541949064,94.50255637750388,32.92582613585812,44.051890698316306,10.415943337268246,72.46069599010775,50.99856207061831,39.038500111617836
Sticky display,70,63,26208,374.4,3.72,0.65,19.51,93,9.99,29.1,37.36,20.985409657291843,97.94621807328096,18.349015295858898,84.4603919403809,3.4719811124227484,66.54301360183713,45.18293657133727,43.05853295771116
Conditional pricing,50,49,21762,435.24,4.47,3.21,28.12,103,20.0,24.26,18.09,23.15839460354629,99.20760697305863,13.50915037617126,72.57797405465084,10.422887299493091,75.09273979862215,75.970602332641,44.707347727684756
Segmentation,342,324,128956,377.06,3.91,1.97,14.05,658,49.99,23.28,7.73,36.91142149413156,77.99418165120147,19.59336013675902,91.99558377035606,31.24783001180474,76.82388270623565,92.5227672152101,51.0994291060036
Store credit,103,101,19788,192.12,3.91,1.83,45.65,195,59.99,22.44,19.96,11.439237643168768,95.27459358357646,19.078275515714136,48.38531603643389,38.19179223665024,78.30771948419007,72.98290461735101,43.8622148748683
Custom campaigns,81,77,51573,636.7,3.76,2.53,11.12,124,48.0,30.81,19.31,37.202342066229086,97.0028503749167,24.505409647554536,96.03919403808999,29.86598152906048,63.52234587528706,74.02140917079406,54.56324190652364
Email chat,55,55,15130,275.09,3.83,2.67,23.33,107,59.0,23.57,37.9,14.618723877416185,98.79321061974655,23.689695789511976,79.18851780292576,37.504339976390526,76.31160572337043,44.320178942323054,47.72735426124158
Shipping rules,107,99,12326,115.2,3.79,6.39,29.66,145,35.0,32.56,13.03,6.679950741397002,95.21249013008685,38.136686279611766,70.452663538504,20.838830636761337,60.431019254548666,84.05496085636683,45.735212922199345
Real-time sync,104,95,11591,111.45,3.73,5.18,24.21,175,89.0,20.09,17.2,6.390839198725262,95.47697580261294,34.8255678940845,77.97405465084184,58.336226650927024,82.45892951775305,77.39255472120148,52.198632213691766
Automated campaigns,54,53,34440,637.78,3.61,5.57,12.81,86,84.0,29.27,28.55,34.61825261701388,98.90778561148662,38.54181530257375,93.70687275738338,54.86424553850428,66.24271330153684,59.25866751877297,60.01987648459502
Shoppable feeds,53,49,16504,311.4,4.48,2.47,33.34,104,49.0,22.79,38.81,16.534943579141384,99.10159990592084,10.5964461679215,65.37399944797129,30.560377751545033,77.6894541600424,42.8662725675028,43.22258805345996
Affiliate links,77,77,17465,226.82,3.65,2.22,30.39,128,59.0,19.88,22.61,12.711316990118448,97.14419313110045,25.456119882378292,69.44521115097984,37.504339976390526,82.82988871224165,68.7490014379294,47.84700846929048
Tiered discounts,97,89,21847,225.23,4.28,2.22,57.63,183,39.0,23.33,24.09,13.310545653740876,95.9620435340169,13.47893357059121,31.85205630692795,23.616415526699537,76.73555908850027,66.38440645470523,39.09949807121484
Profit insights,113,112,11622,102.85,3.53,1.28,24.99,222,50.0,19.01,23.54,5.991797585816372,94.48542052829936,24.27906339094112,76.8975986751311,31.254773974029582,84.3667196608373,67.26314107684934,45.210315180804066
Custom notifications,195,182,75163,385.45,4.17,1.57,30.86,386,49.0,21.56,12.73,29.032807411552163,88.8145184322378,13.178724011448812,68.79657742202595,30.560377751545033,79.86221515633281,84.53427065026362,47.34038903688953
Distance-based,71,63,6064,85.41,3.73,3.33,37.81,96,26.99,26.32,15.78,4.318172938001575,97.91088238423502,28.019092544562795,59.20507866409053,15.276716894660094,71.45380674792439,79.66128774564626,42.03330834554656
In-store,60,56,7331,122.18,3.46,2.81,40.01,91,19.99,22.22,21.91,6.239536716084871,98.5769125231698,31.239000942876253,56.16892078388076,10.415943337268246,78.69634340222575,69.86739095702188,42.13053716917113
Preview,78,76,18266,234.18,3.72,2.78,27.57,138,24.99,24.86,21.55,13.180084200781604,97.14847709340158,26.185659887470376,73.33701352470328,13.887924449690994,74.03285638579756,70.44256270969804,44.60250942106855
Historical analysis,167,162,11099,66.46,3.41,1.79,40.46,328,59.0,17.11,15.1,4.2026926529034805,90.59631075246537,28.436811903183116,55.54788849020149,37.504339976390526,87.72301713478184,80.74772327847899,44.46127456049734
SMS notifications,104,101,25653,246.66,3.66,1.61,13.44,172,38.0,28.81,21.02,14.902087355247557,95.23925789453054,23.021708536527356,92.8374275462324,22.922019304214984,67.05529058470236,71.28934334558237,47.016992471793195
Build a box,54,52,15468,286.44,4.32,2.18,37.76,103,29.0,23.13,15.11,15.203637152410078,98.94740526283368,12.5713102622427,59.27408225227712,16.672453301854038,77.0888535594418,80.7317462853491,42.42395860586316
Marketing - Other,121,121,8701,71.91,3.01,2.2,10.95,150,39.0,27.98,26.66,4.089818136287938,93.84615815380823,37.5498367453143,96.27380623792438,23.616415526699537,68.5214626391097,62.278319220322736,47.01148555966549
Promotions,247,232,141744,573.86,4.11,1.64,22.4,445,29.99,25.33,7.03,48.118676872225066,84.99608003449569,14.576950732617634,80.47198454319624,17.35990556211374,73.20261437908496,93.6411567343026,50.937648215785
Analytics,1465,1291,326291,222.72,3.52,1.87,27.1,2452,39.0,23.08,3.05,60.01164472325001,0.0,26.639891219499916,73.98564725365719,23.616415526699537,77.17717717717719,100.0,40.130775337942
Affiliate programs,186,184,27161,146.03,3.09,2.26,43.19,259,59.0,24.93,14.54,10.408961028823988,89.05330033095709,36.24967474966216,51.78029257521391,37.504339976390526,73.90920332096803,81.642434893753,46.24409743804587
AI recommendations,179,172,34444,192.42,4.3,1.86,47.79,372,40.0,23.57,15.28,13.707198617860612,89.77608597044346,11.774202122450813,45.43196246204803,24.310811749184086,76.31160572337043,80.46013740214092,39.765262437901995
Personalization,92,90,42708,464.22,3.29,3.43,62.01,68,39.45,52.11,22.99,27.740319837347556,96.09910232789952,36.75202914243027,25.807341981783054,23.928893826817585,25.89648472001413,68.14187569899346,44.37729254655417
Metadata optimization,98,90,46093,470.34,4.46,1.59,23.47,174,24.99,28.34,21.46,28.54824416371631,95.8870881936239,7.738999543950069,78.99530775600331,13.887924449690994,67.88553259141494,70.58635564786707,44.768592443461955
Custom packaging,65,64,39805,612.38,3.4,3.99,54.76,46,44.5,52.58,24.67,34.25066470564255,98.08327686716356,36.7211128737581,35.812862268837975,27.435594750364555,25.066242713301534,65.45774085317143,47.7463687423571
Real-time analytics,85,81,45371,533.78,3.75,2.17,14.95,161,29.0,25.45,21.58,31.416006646738445,96.70302901334469,23.371020404737322,90.75351918299752,16.672453301854038,72.99063769652005,70.39463173030836,50.6142949302203
Warning pop-ups,53,50,20686,390.3,4.11,1.11,14.9,78,22.95,26.96,48.16,20.882785278202427,99.06198025457377,12.62698752437628,90.8225227711841,12.471356155822514,70.3232644409115,27.92778399105289,43.42399799743063
Furniture,96,92,47467,494.45,3.57,2.85,65.72,93,39.98,41.61,20.73,29.891618608788054,95.87852026902164,29.294913224608795,20.687275738338386,24.296923824734392,44.44444444444444,71.75267614634926,44.030713528006785
Apparel,83,83,50310,606.14,3.34,3.81,57.25,62,36.95,52.31,19.52,35.573181055140196,96.69446108874241,37.199545628775354,32.376483577146004,22.19290327060621,25.543190249072595,73.68589231506631,47.20013458380107
Dimensions,57,54,12733,223.39,4.2,2.63,35.25,111,19.0,22.22,30.92,11.822551800196822,98.76215889300174,16.50830822260832,62.73806237924372,9.728491077008542,78.69634340222575,55.47212014698834,40.45123445010758
Automated rules,50,49,16566,331.32,3.98,1.83,32.23,85,69.0,21.62,23.84,17.4798124784856,99.20760697305863,17.747477036626687,66.9058791057135,44.44830220123603,79.75622681505034,66.78383128295255,48.445806067215365
Countdown timers,103,99,51720,502.14,4.32,1.72,15.34,184,29.0,24.6,19.26,30.906747024125792,95.3538328862706,10.878889364523788,90.21529119514214,16.672453301854038,74.49213919802155,74.10129413644353,47.925299987705905
Error reports,61,45,6572,107.74,3.55,3.64,27.65,130,59.0,17.61,29.66,5.444790413191185,98.97739299894161,32.58169029452992,73.22660778360475,37.504339976390526,86.83978095742802,57.48522128135485,47.8375761487503
Bulk,136,107,19024,139.88,3.99,3.37,22.66,291,40.0,18.38,10.41,8.868841209669114,93.87079793697816,23.223293799679364,80.113165884626,24.310811749184086,85.47959724430314,88.24093305639879,45.979993515624095
Shipping insurance,74,69,16514,223.16,3.59,3.69,27.26,88,39.0,36.23,27.5,12.393213770672798,97.56715740901481,32.005192813995976,73.76483577146011,23.616415526699537,53.948065712771594,60.93625179741173,45.67593526893046
Filtering,157,147,113145,720.67,4.25,1.27,25.89,308,19.9,23.72,8.74,50.61397086276804,91.54396241313077,10.554058704538397,75.65553408777257,10.353447677244636,76.04663487016428,90.9090909090909,50.53945378855256
Shipping analytics,101,97,28764,284.79,3.57,3.22,22.41,134,42.5,35.27,16.5,17.170889041434986,95.5037435670566,30.656208294513135,80.45818382555893,26.04680230539546,55.643879173290934,78.51094424029398,48.18529253171716
Bags,67,66,48390,722.24,3.57,3.78,55.68,53,35.0,50.93,20.29,40.729334482261834,97.93336618637755,32.71654677869268,34.5431962462048,20.838830636761337,27.980922098569167,72.45566384406455,47.91428973084588
Fonts,93,86,41379,444.94,4.33,1.47,25.69,151,19.9,26.44,24.08,26.630656098559864,96.22224524424186,9.768981329931144,75.9315484405189,10.353447677244636,71.24183006535947,66.40038344783511,43.88419201077288
Inventory sync,625,540,64151,102.64,2.9,6.34,21.65,852,39.45,24.21,15.33,14.060115334714778,59.436336960234755,54.872879577636205,81.50703836599503,23.928893826817585,75.18106341635753,80.38025243649145,45.89497584451748
Photos,108,90,49010,453.8,4.29,1.59,40.37,151,19.95,29.95,19.52,28.220207424767707,95.53373130316453,10.970938707448159,55.67209494893734,10.388167488368863,65.04151210033564,73.68589231506631,42.41779069723363
Purchase tracking,165,154,16895,102.39,3.63,2.07,47.64,324,59.0,18.12,16.19,6.781107403143552,90.9839393413338,25.284471639569468,45.63897322660778,37.504339976390526,85.93888005652711,79.00623102732067,43.38576292027829
Dropshipping,417,387,95300,228.54,3.03,3.63,55.76,268,39.98,51.07,10.32,24.76194304966002,72.84796693789094,42.430830094819214,34.432790505106254,24.296923824734392,27.7336159689101,88.38472599456782,42.139979891351715
Engagement tracking,128,108,56750,443.36,4.53,1.31,37.66,213,25.0,27.12,16.86,28.920298914076938,94.11386379799859,5.378031822772842,59.41208942865029,13.894868411915839,70.04062886415826,77.93577248761784,42.55271312491473
Custom code,316,288,128705,407.29,4.04,1.62,20.46,491,24.99,27.48,7.74,38.29225684951258,80.33921701489027,15.83416569441297,83.14932376483577,13.887924449690994,69.40469881646352,92.5067902220802,47.3014362501032
Badges,154,143,105642,685.99,4.24,1.33,30.97,263,24.99,27.22,9.36,47.831738086203366,91.80844808565685,10.964923324855839,68.64476952801544,13.887924449690994,69.86398162868751,89.91851733503755,49.44939937209483
Bulk editing,333,305,117989,354.32,4.05,3.28,24.47,644,25.0,25.06,7.71,34.15711416523628,79.06497622820919,21.751483561218414,77.6152359922716,13.894868411915839,73.67956191485604,92.55472120146989,46.860038516025426
SMS marketing,118,113,36885,312.58,3.01,2.85,10.23,140,47.0,34.82,22.35,19.724644311403463,94.2691224317226,39.94130105730841,97.2674579078112,29.17158530657593,56.43879173290938,69.1644032593066,52.15588911203538
Cohort analysis,95,92,10600,111.58,3.84,1.16,26.64,197,79.0,18.03,25.81,6.244542240556618,95.91385595806757,17.944026165515357,74.62048026497378,51.392264426081525,86.09786256845081,63.63636363636364,46.99031098550607
Related products,50,49,30516,610.32,4.35,1.39,40.7,93,29.0,21.19,29.5,32.725428460894506,99.20760697305863,9.094419123880513,55.21667126690587,16.672453301854038,80.51580992757462,57.74085317143314,44.77713061153054
Shipping bar,56,53,9660,172.5,4.17,1.46,45.31,104,19.49,21.05,17.83,8.960454155278423,98.83711423339474,12.774014666342117,48.85454043610267,10.06874522602597,80.7631160572337,76.38600415401822,38.81556115684374
Rewards,133,127,71215,535.45,4.21,1.32,29.85,246,49.0,24.32,13.99,35.468843170567226,93.18441197717459,11.498473771532975,70.19044990339498,30.560377751545033,74.9867514573397,82.5211695158971,49.28228564411641
Returns and exchanges,145,138,13880,95.72,3.86,2.1,17.49,238,47.0,22.76,17.27,6.00425857750095,92.32456754380561,21.022223341363176,87.24813690311896,29.17158530657593,77.74244833068363,77.28071576929221,45.02213251270608
Cart pop-ups,73,68,43014,589.23,4.45,1.25,20.26,144,29.99,22.28,21.89,33.657163781449825,97.6421127494078,6.67819381842498,83.42533811758211,17.35990556211374,78.5903550609433,69.89934494328168,47.64935690521554
URL optimization,60,54,32516,541.93,4.41,1.89,34.5,102,26.0,24.29,27.78,29.821778432560613,98.65615182586393,9.793322645537284,63.7731162020425,14.58926463440039,75.03974562798092,60.488895989774726,44.487472898672486
Review count,56,49,41863,747.55,4.51,1.37,38.39,93,19.0,30.37,22.85,40.91399818471247,98.99559283878301,5.97901051153136,58.404637041126136,9.728491077008542,64.29959371135843,68.36555360281196,45.156414947613406
Order processing,57,55,4699,82.44,3.82,2.3,51.01,113,29.0,19.29,31.54,3.968801306951138,98.72253924165467,22.518514788048694,40.9881313828319,16.672453301854038,83.87210740151917,54.48154657293498,38.757774964962465
All reviews page,102,98,92866,910.45,4.3,1.3,29.48,175,19.0,28.35,10.65,56.40639311453415,95.42878822666361,9.713863638271269,70.70107645597571,9.728491077008542,67.86786786786786,87.85748522128135,51.445777613226824
Variants,296,258,34187,115.5,3.7,3.08,24.17,597,29.0,20.63,6.08,10.05593345515242,82.23452033622104,27.6696407837344,78.0292575213911,16.672453301854038,81.50503444621091,95.15897108164243,43.63180961158908
Physical products,98,96,27194,277.49,4.45,2.46,47.48,180,37.5,21.4,14.36,16.58667835063969,95.6493702855415,11.129996614598635,45.85978470880486,22.57482119297271,80.14485073308603,81.93002077009108,41.5784881926732
Invoice numbers,63,53,9249,146.81,4.28,3.06,30.78,125,19.0,24.55,16.02,7.690986617822579,98.58976441007319,16.569441296860525,68.90698316312448,9.728491077008542,74.58046281575693,79.27783991052884,40.9974749100204
Upsell and cross-sell,582,527,86573,148.75,3.66,1.87,38.75,985,29.0,22.9,11.5,19.6733584810598,61.4708270567219,23.978294261325004,57.90781120618272,16.672453301854038,77.49514220102455,86.49944080524045,38.49954215008397
Invoices,97,84,10049,103.6,3.78,3.18,29.49,165,17.0,24.32,14.75,5.785109500014933,96.16014179075225,26.51664582266653,70.6872757383384,8.339698632039443,74.9867514573397,81.30691803802524,42.11600074109549
Tags,78,76,8333,106.83,3.46,4.27,26.79,164,19.99,22.48,23.39,5.6728773755565545,97.14847709340158,36.610597705201485,74.41346950041402,10.415943337268246,78.23706059000176,67.50279597379773,44.46076558243137
APIs and webhooks,164,147,61124,372.71,3.56,2.49,15.26,289,29.99,26.11,16.29,26.275617507903036,91.2966125898092,28.16052398179158,90.32569693624069,17.35990556211374,71.82476594241301,78.84646109602173,49.63044857115879
Welcome messages,219,209,55588,253.83,3.57,2.62,14.01,397,49.0,25.88,14.83,19.842308687088142,86.89673130876449,28.44870277574934,92.05078664090533,30.560377751545033,72.23105458399576,81.1791020929861,49.48930714934618
Entertainment and media,73,67,39485,540.89,3.8,2.82,57.24,90,39.99,34.53,24.92,30.844674174556264,97.68173240075487,24.81191437452612,32.39028429478333,24.30386778695924,56.951068715774596,65.05831602492411,45.19497573325241
Daily sales summary,52,43,8281,159.25,4.18,3.7,21.16,120,39.45,16.08,20.24,8.126236972121795,99.37465350304917,20.82525453461923,82.18327353022357,23.928893826817585,89.54248366013073,72.53554880971402,45.98310390110137
Content analysis,88,83,42576,483.82,4.28,2.0,32.12,162,25.0,26.99,21.21,28.640328975417653,96.51778264351273,12.669514880377815,67.05768699972398,13.894868411915839,70.27027027027027,70.9857804761144,44.850343247711535
Wall art,58,57,38194,658.52,3.66,4.3,68.83,49,30.0,48.96,23.71,36.16939886747391,98.6079642499146,32.91869161231838,16.39525255313275,17.366849524338587,31.46087263734323,66.99153219364115,44.514853814828356
Customer tags,55,51,3072,55.85,4.05,2.44,43.13,116,19.99,19.59,15.36,2.470071995793909,98.95168922513483,18.6609758349491,51.863096881037805,10.415943337268246,83.34216569510687,80.33232145710178,39.07247655726971
Insights and tips,116,111,84621,729.49,4.45,2.41,23.12,223,29.99,25.8,10.67,46.6415432478005,94.4190331125086,10.946037821368321,79.47833287330941,17.35990556211374,72.37237237237238,87.82553123502157,51.29511430074321
Behavior,70,54,18391,262.73,4.2,2.76,35.87,120,28.99,23.08,34.87,14.5398591495324,98.30279493540456,16.98660108500714,61.88241788573006,16.665509339629196,77.17717717717719,49.16120786068062,41.697831432875724
Germany,53,51,52948,999.02,3.83,2.76,70.01,63,37.95,36.0,18.58,54.42636162860772,99.0223606032267,24.020821617326543,14.766767871929318,22.887299493090758,54.354354354354356,75.18772966927625,49.602102763600655
Product sync,231,202,59566,257.86,3.64,6.26,20.09,391,29.0,25.28,16.51,20.643292619358714,86.75004059964272,40.510104443828915,83.6599503174165,16.672453301854038,73.29093799682035,78.49496724716408,49.06901045275298
Weight-based,111,96,7627,68.71,3.69,4.21,33.11,148,19.0,25.85,12.55,3.77439843139261,95.1900063279443,32.01722357918062,65.69141595362959,9.728491077008542,72.28404875463698,84.82185652660169,42.26875611024931
Auto-optimization,65,62,35566,547.17,3.81,1.71,27.98,118,24.49,29.24,25.4,30.53686476035326,98.16251616985771,20.537915096372025,72.77118410157328,13.540726338448719,66.29570747217807,64.29142035468925,47.21188619560227
Impression counts,59,56,24830,420.85,3.72,3.11,13.0,99,50.0,27.74,39.61,22.954531654511428,98.61224821221573,27.399787922790463,93.44465912227436,31.254773974029582,68.94541600423953,41.588113117111355,50.500398605028515
Custom shipping,57,56,37738,662.07,3.24,3.44,55.71,44,49.0,52.69,26.02,36.26596143473264,98.6829195903076,37.73939124328165,34.501794093292844,30.560377751545033,24.87193075428368,63.30084678063589,48.79382747420803
Checkout,53,53,3786,71.43,3.52,2.17,19.36,86,29.99,30.4,17.67,3.311426131929863,98.94312130053255,27.743643978881813,84.66740270494066,17.35990556211374,64.2465995407172,76.6416360440965,44.28034747291715
Website traffic,95,84,36162,380.65,4.02,1.92,33.44,151,19.99,26.19,24.98,22.809652479665527,96.23081316884412,17.318146590677006,65.23599227159812,10.415943337268246,71.68344815403638,64.96245406614474,43.33049091057972
Chat flows,74,73,7813,105.58,3.94,3.08,38.81,169,59.0,22.48,23.82,5.534215955261512,97.40867880362653,23.10690314114885,57.82500690035881,37.504339976390526,78.23706059000176,66.81578526921234,44.147464357225616
Navigation and menus,87,78,14213,163.37,3.7,3.1,28.44,149,14.99,18.48,13.75,9.231942922797915,96.75121658929402,27.74322430102653,72.13635109025668,6.943962224845497,85.30295000883237,82.90461735101454,43.872481719508436
Cart emails,81,72,53344,658.57,3.14,2.42,10.95,126,31.0,32.64,18.67,38.501591055672336,97.20094863165204,35.887772545793844,96.27380623792438,18.061245746823136,60.289701466172055,75.04393673110721,55.346391395087146
Manual,88,73,10355,117.67,3.85,2.55,23.17,190,29.0,17.75,19.13,6.4928179709094564,96.91397915698342,22.867966548877078,79.40932928512282,16.672453301854038,86.59247482776894,74.30899504713213,44.0664680514349
Upsell and bundles - Other,61,57,1946,31.9,3.26,4.06,25.69,88,19.99,20.0,14.44,1.172348983420097,98.50195718277679,39.64025214245545,75.9315484405189,10.415943337268246,82.61791202967673,81.80220482505192,45.29808129828003
Order limits,103,92,12186,118.31,3.94,3.16,42.79,178,14.99,19.3,13.18,6.804449411496371,95.63117044570008,23.401237210317362,52.332321280706594,6.943962224845497,83.85444267797209,83.81530595941844,40.16590777774459
Receipts,55,49,8581,156.02,4.05,3.02,29.67,98,15.0,24.81,17.27,8.020709376592109,99.03092852782896,20.79489783642077,70.43886282086669,6.950906187070342,74.12118000353294,77.28071576929221,41.626959615786454
Social proof,231,193,63653,275.55,3.91,1.56,36.65,321,15.0,27.19,15.03,22.102437998279694,87.10661746176633,18.084898032270427,60.80596191001932,6.950906187070342,69.91697579932874,80.85956223038824,41.22597161892561
Email,185,175,48734,263.43,3.95,2.13,29.23,394,29.0,21.94,9.74,19.23902900332797,89.44521288212664,19.42157200133178,71.04609439690864,16.672453301854038,79.1909556615439,89.31139159610161,44.61370902537492
Custom bundles,110,107,41811,380.1,4.13,1.53,30.26,197,19.99,22.35,21.53,23.652559591844366,94.7895258521725,13.792013250628822,69.62462048026497,10.415943337268246,78.46670199611376,70.47451669595782,43.60136220174167
Custom alerts,54,52,5312,98.37,3.61,2.69,18.92,92,14.99,29.23,25.51,4.811057231907374,98.94740526283368,27.945788812507523,85.27463428098261,6.943962224845497,66.31337219572514,64.11567343026043,42.671913166169446
Localization,155,143,103023,664.66,4.17,1.54,19.49,262,29.99,27.1,9.67,46.427434766734365,91.77311239661091,13.068348735510623,84.48799337565553,17.35990556211374,70.07595831125244,89.42323054801086,51.60289553295368
Payments,90,87,8892,98.8,2.9,4.33,19.98,82,25.99,36.15,23.26,5.381798383967549,96.28863266003259,47.47773608977749,83.81175821142699,14.582320672175545,54.089383501148205,67.71049688448633,46.75724128720466
Scheduling,198,180,63191,319.15,4.02,1.28,23.0,336,19.99,26.25,15.76,24.078606750677796,88.78775066779411,14.963474037328957,79.64394148495721,10.415943337268246,71.57745981275393,79.69324173190606,43.86021735501302
Exit intent,129,125,83344,646.08,4.15,1.84,15.28,239,29.99,26.11,11.95,42.52868237511872,93.40499403605249,14.552329631774647,90.29809550096604,17.35990556211374,71.82476594241301,85.78047611439527,51.737692814599185
Feed optimization,67,60,25354,378.42,4.31,5.86,15.28,142,20.0,19.77,35.89,21.042834378322105,98.17108409445997,26.300791512435065,90.29809550096604,10.422887299493091,83.02420067125949,47.531554561431534,47.27611412261465
Custom discounts,197,182,35944,182.46,3.88,2.22,19.98,356,24.99,22.22,16.08,13.470209176169956,88.74384705414593,21.083496308233805,83.81175821142699,13.887924449690994,78.69634340222575,79.18197795174949,43.691301522813546
Loyalty and rewards,210,203,51156,243.6,3.18,1.57,42.35,349,50.0,22.17,19.33,18.680388232271838,87.45247041826032,32.000016787114205,52.93955285674855,31.254773974029582,78.78466701996113,73.98945518453428,46.181471991146935
Social links,61,55,8835,144.84,4.21,2.86,28.77,95,29.0,28.03,24.26,7.534819158455644,98.58119648547093,17.16440460302672,71.68092740822523,16.672453301854038,68.43313902137432,66.11279757149705,41.42908257305764
Marketing attribution,149,142,21249,142.61,3.64,1.75,42.3,297,59.0,19.0,25.47,9.33919895087131,92.0247461822336,23.917021294454376,53.00855644493513,37.504339976390526,84.38438438438439,64.17958140278,43.87785816336574
Reporting,272,253,169100,621.69,4.32,1.85,19.52,515,30.0,25.25,5.89,54.571457556324916,83.28067513005885,11.357182226922612,84.44659122274358,17.366849524338587,73.34393216746157,95.4625339511104,52.06044571733127
Quick replies,124,122,16232,130.9,3.38,2.59,22.17,260,59.0,22.71,35.33,8.017821501692087,93.70053143532337,31.950494800191375,80.78940104885453,37.504339976390526,77.830771948419,48.426266176705546,47.152103630126234
Subscriptions,158,152,56566,358.01,3.95,2.69,29.46,286,49.0,23.61,11.27,24.884433383175022,91.31052846734949,21.48191048551132,70.72867789125034,30.560377751545033,76.24094682918212,86.866911647228,48.59191351204321
Announcements,167,144,66800,400.0,4.22,0.95,21.55,260,19.99,23.43,14.91,28.42989091200399,91.3094644767126,9.947064633187573,81.6450455423682,10.415943337268246,76.5589118530295,81.05128614794695,44.96618450485691
